longitude,latitude,gap
-103.90890,31.35960,62.97
-103.90890,31.36960,62.59
-103.90890,31.37960,62.18
-103.90890,31.38960,61.76
-103.90890,31.39960,61.32
-103.90890,31.40960,60.87
-103.90890,31.41960,60.39
-103.90890,31.42960,59.89
-103.90890,31.43960,59.38
-103.90890,31.44960,58.85
-103.90890,31.45960,58.30
-103.90890,31.46960,57.73
-103.90890,31.47960,57.14
-103.90890,31.48960,56.54
-103.90890,31.49960,53.22
-103.90890,31.50960,49.26
-103.90890,31.51960,45.16
-103.90890,31.52960,43.98
-103.90890,31.53960,43.83
-103.90890,31.54960,43.67
-103.90890,31.55960,43.51
-103.90890,31.56960,35.52
-103.90890,31.57960,29.33
-103.90890,31.58960,24.62
-103.90890,31.59960,21.80
-103.90890,31.60960,24.47
-103.90890,31.61960,26.57
-103.90890,31.62960,28.24
-103.90890,31.63960,29.59
-103.90890,31.64960,30.68
-103.90890,31.65960,29.57
-103.90890,31.66960,23.52
-103.90890,31.67960,16.30
-103.90890,31.68960,14.99
-103.90890,31.69960,17.47
-103.90890,31.70960,17.77
-103.89890,30.79960,117.48
-103.89890,30.80960,116.32
-103.89890,30.81960,115.18
-103.89890,30.82960,114.06
-103.89890,30.83960,112.96
-103.89890,30.84960,111.87
-103.89890,30.85960,110.80
-103.89890,30.86960,109.75
